step,train_loss,epoch
49,8.062295913696289,0
99,7.091373443603516,1
149,6.9609880447387695,2
199,6.654001235961914,3
249,6.422993183135986,4
299,6.132105827331543,5
349,6.147696018218994,6
399,5.87551212310791,7
449,5.747845649719238,8
499,5.778306484222412,9
549,5.678065299987793,10
599,5.597050189971924,11
649,5.553673267364502,12
699,5.353530406951904,13
749,5.674924850463867,14
799,5.307378768920898,15
849,5.385422229766846,16
899,5.354317665100098,17
949,5.3636555671691895,18
999,5.332918167114258,19
1049,5.212021350860596,20
1099,5.083306789398193,21
1149,5.06380033493042,22
1199,5.072094440460205,23
1249,4.981599807739258,24
1299,4.901830196380615,25
1349,5.042914390563965,26
1399,4.955384731292725,27
1449,4.836094856262207,28
1499,4.856250286102295,29
1549,4.990713119506836,30
1599,4.814068794250488,31
1649,4.9818878173828125,32
1699,4.736176490783691,33
1749,4.670124053955078,34
1799,4.741864204406738,35
1849,4.840596675872803,36
1899,4.670616626739502,37
1949,4.680689334869385,38
1999,4.735169887542725,39
2049,4.71371603012085,40
2099,4.644506931304932,41
2149,4.665872573852539,42
2199,4.70536470413208,43
2249,4.505383491516113,44
2299,4.476459503173828,45
2349,4.464766979217529,46
2399,4.702477931976318,47
2449,4.409079074859619,48
2499,4.563868522644043,49
