step,train_loss,epoch
49,8.71291732788086,0
99,7.841151237487793,1
149,7.548391819000244,2
199,7.462077617645264,3
249,7.068471908569336,4
299,6.911920070648193,5
349,6.5627336502075195,6
399,6.571671962738037,7
449,6.565523624420166,8
499,6.612368583679199,9
549,6.3090596199035645,10
599,6.1749982833862305,11
649,6.100240707397461,12
699,6.07601261138916,13
749,5.950689792633057,14
799,6.083131790161133,15
849,5.963647365570068,16
899,6.076049327850342,17
949,5.987140655517578,18
999,5.702189922332764,19
1049,5.897525787353516,20
1099,6.0873026847839355,21
1149,5.8475165367126465,22
1199,6.077854633331299,23
1249,5.7233686447143555,24
1299,5.735673904418945,25
1349,5.665151596069336,26
1399,5.519659996032715,27
1449,5.622392177581787,28
1499,5.462164402008057,29
1549,5.475355625152588,30
1599,5.479535102844238,31
1649,5.431909084320068,32
1699,5.4264726638793945,33
1749,5.532472133636475,34
1799,5.859238147735596,35
1849,5.441472053527832,36
1899,5.370326042175293,37
1949,5.310825824737549,38
1999,5.292107582092285,39
2049,5.6697187423706055,40
2099,5.555600166320801,41
2149,5.511624813079834,42
2199,5.203864097595215,43
2249,5.289646148681641,44
2299,5.152103900909424,45
2349,5.366173267364502,46
2399,5.322725296020508,47
2449,5.250082969665527,48
2499,5.209156513214111,49
