step,train_loss,epoch
49,9.603130340576172,0
99,8.475101470947266,1
149,8.463008880615234,2
199,8.125662803649902,3
249,7.986208915710449,4
299,7.748532295227051,5
349,7.66758918762207,6
399,7.548257350921631,7
449,7.2871880531311035,8
499,7.09657096862793,9
549,7.071663856506348,10
599,7.066277980804443,11
649,6.864287853240967,12
699,6.790731906890869,13
749,6.734559535980225,14
799,6.76033878326416,15
849,6.578856945037842,16
899,6.5937652587890625,17
949,6.481510639190674,18
999,7.0165696144104,19
1049,6.728273868560791,20
1099,6.47721004486084,21
1149,6.477377414703369,22
1199,6.402803421020508,23
1249,6.306760787963867,24
1299,6.264974594116211,25
1349,6.303989887237549,26
1399,6.2514495849609375,27
1449,6.175694465637207,28
1499,6.1514177322387695,29
1549,6.210146903991699,30
1599,6.139690399169922,31
1649,6.294005870819092,32
1699,6.096156120300293,33
1749,6.0275163650512695,34
1799,6.034814357757568,35
1849,6.022031784057617,36
1899,6.027004241943359,37
1949,6.100928783416748,38
1999,5.930612564086914,39
2049,5.990780830383301,40
2099,5.881524562835693,41
2149,6.024698257446289,42
2199,5.911640644073486,43
2249,5.885424613952637,44
2299,6.032556533813477,45
2349,6.406096935272217,46
2399,6.311008930206299,47
2449,5.972482204437256,48
2499,5.9497761726379395,49
