step,train_loss,epoch
49,11.733811378479004,0
99,10.904519081115723,1
149,10.75755500793457,2
199,10.656237602233887,3
249,10.466022491455078,4
299,10.325366973876953,5
349,10.044737815856934,6
399,9.937704086303711,7
449,9.866448402404785,8
499,9.912033081054688,9
549,9.902303695678711,10
599,9.465124130249023,11
649,9.385997772216797,12
699,9.56265640258789,13
749,9.309163093566895,14
799,9.461139678955078,15
849,9.11767292022705,16
899,9.336240768432617,17
949,8.971956253051758,18
999,8.869281768798828,19
1049,8.844164848327637,20
1099,8.866966247558594,21
1149,8.76701831817627,22
1199,8.661920547485352,23
1249,8.614476203918457,24
1299,8.918661117553711,25
1349,8.610132217407227,26
1399,8.589481353759766,27
1449,8.497610092163086,28
1499,8.512216567993164,29
1549,8.874368667602539,30
1599,8.717366218566895,31
1649,8.440946578979492,32
1699,8.403473854064941,33
1749,8.460426330566406,34
1799,8.348057746887207,35
1849,8.225822448730469,36
1899,8.445564270019531,37
1949,8.282031059265137,38
1999,8.18923282623291,39
2049,8.229823112487793,40
2099,8.118027687072754,41
2149,8.149642944335938,42
2199,8.2478666305542,43
2249,8.114853858947754,44
2299,8.095605850219727,45
2349,8.102794647216797,46
2399,8.006490707397461,47
2449,8.19140625,48
2499,8.092567443847656,49
