step,train_loss,epoch
49,9.698366165161133,0
99,8.786201477050781,1
149,8.444738388061523,2
199,8.022663116455078,3
249,7.949846267700195,4
299,7.7624711990356445,5
349,7.396052360534668,6
399,7.436283588409424,7
449,7.7186279296875,8
499,7.203341484069824,9
549,7.2362446784973145,10
599,7.232811450958252,11
649,7.004059314727783,12
699,7.6907219886779785,13
749,7.053613662719727,14
799,6.845015048980713,15
849,6.766035079956055,16
899,6.783886909484863,17
949,6.829816818237305,18
999,6.886788845062256,19
1049,6.684184551239014,20
1099,6.665460109710693,21
1149,6.612948417663574,22
1199,6.542852878570557,23
1249,6.608447074890137,24
1299,6.701498031616211,25
1349,6.629322052001953,26
1399,6.558459281921387,27
1449,6.6676554679870605,28
1499,6.404480457305908,29
1549,6.527505397796631,30
1599,6.5145745277404785,31
1649,6.471999645233154,32
1699,6.988645076751709,33
1749,6.46017599105835,34
1799,6.247828483581543,35
1849,6.340597152709961,36
1899,6.3587422370910645,37
1949,6.261749744415283,38
1999,6.287753105163574,39
2049,6.37762451171875,40
2099,6.273448467254639,41
2149,6.317960262298584,42
2199,6.206604480743408,43
2249,6.082897186279297,44
2299,6.3810858726501465,45
2349,6.110942840576172,46
2399,6.040831089019775,47
2449,6.153947353363037,48
2499,6.468331813812256,49
