step,train_loss,epoch
49,10.277064323425293,0
99,9.274532318115234,1
149,9.171817779541016,2
199,9.081334114074707,3
249,8.944150924682617,4
299,8.807831764221191,5
349,8.832867622375488,6
399,8.470004081726074,7
449,8.377614974975586,8
499,8.257526397705078,9
549,8.24716567993164,10
599,8.051716804504395,11
649,7.895743370056152,12
699,7.918636322021484,13
749,7.97336483001709,14
799,7.806983470916748,15
849,7.6513895988464355,16
899,7.554603099822998,17
949,7.661566734313965,18
999,7.724982261657715,19
1049,7.497377395629883,20
1099,7.480555534362793,21
1149,7.413164138793945,22
1199,7.411710739135742,23
1249,7.285705089569092,24
1299,7.330060958862305,25
1349,7.221505165100098,26
1399,7.9912214279174805,27
1449,7.488099575042725,28
1499,7.486112594604492,29
1549,7.424740791320801,30
1599,7.6734418869018555,31
1649,7.108625888824463,32
1699,7.211544990539551,33
1749,7.1653313636779785,34
1799,7.1308393478393555,35
1849,7.1150689125061035,36
1899,7.0128021240234375,37
1949,7.054164409637451,38
1999,6.91164493560791,39
2049,7.391030311584473,40
2099,7.039030075073242,41
2149,7.054218292236328,42
2199,6.849177360534668,43
2249,6.979725360870361,44
2299,7.045181751251221,45
2349,6.861800670623779,46
2399,6.950242519378662,47
2449,6.907716751098633,48
2499,7.095012187957764,49
