train_loss,epoch,step
9.227078437805176,0,49
8.364266395568848,1,99
8.228426933288574,2,149
8.185626983642578,3,199
8.068876266479492,4,249
7.921507358551025,5,299
7.775793552398682,6,349
7.792236804962158,7,399
7.475037097930908,8,449
7.438520431518555,9,499
7.292327404022217,10,549
7.1122612953186035,11,599
7.045089244842529,12,649
6.969196319580078,13,699
7.022834300994873,14,749
7.047761917114258,15,799
7.254339218139648,16,849
6.801653861999512,17,899
6.879584789276123,18,949
6.828919887542725,19,999
6.6092071533203125,20,1049
6.528254508972168,21,1099
6.530990123748779,22,1149
6.502542018890381,23,1199
6.414995193481445,24,1249
6.413774013519287,25,1299
6.473546028137207,26,1349
6.364962100982666,27,1399
6.451363563537598,28,1449
6.308192253112793,29,1499
6.330928802490234,30,1549
6.4270219802856445,31,1599
6.281668186187744,32,1649
6.211463451385498,33,1699
6.407719135284424,34,1749
6.139564037322998,35,1799
6.222100257873535,36,1849
6.311784744262695,37,1899
6.309942722320557,38,1949
6.074460983276367,39,1999
6.053826332092285,40,2049
6.0605149269104,41,2099
6.14154052734375,42,2149
6.011958122253418,43,2199
6.0470356941223145,44,2249
5.978299617767334,45,2299
5.909608840942383,46,2349
5.995724678039551,47,2399
6.111213207244873,48,2449
5.875999927520752,49,2499
