step,train_loss,epoch
49,9.335897445678711,0
99,8.62020206451416,1
149,8.488941192626953,2
199,8.301081657409668,3
249,8.13647747039795,4
299,7.825072765350342,5
349,7.621434211730957,6
399,7.550563812255859,7
449,7.404300689697266,8
499,7.274204730987549,9
549,7.101706504821777,10
599,7.0326762199401855,11
649,7.123765468597412,12
699,6.961106777191162,13
749,6.873645782470703,14
799,6.6345086097717285,15
849,6.673842906951904,16
899,6.660862445831299,17
949,6.816343784332275,18
999,6.591709613800049,19
1049,6.459530830383301,20
1099,6.459075927734375,21
1149,6.9492902755737305,22
1199,6.656947612762451,23
1249,6.4117560386657715,24
1299,6.400142669677734,25
1349,6.350675106048584,26
1399,6.360761642456055,27
1449,6.227972507476807,28
1499,6.211717128753662,29
1549,6.436090469360352,30
1599,6.271533012390137,31
1649,6.225605010986328,32
1699,6.287299633026123,33
1749,6.075103759765625,34
1799,6.075329780578613,35
1849,6.075895309448242,36
1899,6.071963310241699,37
1949,6.003189563751221,38
1999,6.048454761505127,39
2049,5.9792962074279785,40
2099,6.154740810394287,41
2149,6.048879623413086,42
2199,5.920146942138672,43
2249,5.909849166870117,44
2299,5.866239070892334,45
2349,5.830504894256592,46
2399,5.841587066650391,47
2449,6.4286322593688965,48
2499,6.283369064331055,49
