step,train_loss,epoch
49,12.014257431030273,0
99,10.989582061767578,1
149,10.806371688842773,2
199,10.600957870483398,3
249,10.521583557128906,4
299,10.258406639099121,5
349,10.14052963256836,6
399,10.025154113769531,7
449,9.933450698852539,8
499,10.044816970825195,9
549,9.815618515014648,10
599,9.722960472106934,11
649,10.0476713180542,12
699,9.583316802978516,13
749,9.788237571716309,14
799,9.722887992858887,15
849,9.769262313842773,16
899,9.7280912399292,17
949,9.39188289642334,18
999,9.461599349975586,19
1049,9.656708717346191,20
1099,9.734580039978027,21
1149,9.657641410827637,22
1199,9.200223922729492,23
1249,9.224527359008789,24
1299,9.226273536682129,25
1349,9.153861999511719,26
1399,9.214376449584961,27
1449,9.082834243774414,28
1499,8.908241271972656,29
1549,8.939043045043945,30
1599,8.915860176086426,31
1649,8.816685676574707,32
1699,9.017669677734375,33
1749,9.277225494384766,34
1799,8.810949325561523,35
1849,8.69836139678955,36
1899,8.845052719116211,37
1949,8.613367080688477,38
1999,8.583264350891113,39
2049,8.570337295532227,40
2099,8.531709671020508,41
2149,8.447099685668945,42
2199,8.630730628967285,43
2249,8.447842597961426,44
2299,9.003905296325684,45
2349,8.41997241973877,46
2399,8.474187850952148,47
2449,8.40097427368164,48
2499,8.388670921325684,49
