step,train_loss,epoch
49,11.827425956726074,0
99,10.9327392578125,1
149,10.725763320922852,2
199,10.588850021362305,3
249,10.539702415466309,4
299,10.324975967407227,5
349,10.447166442871094,6
399,10.018901824951172,7
449,10.161896705627441,8
499,9.89538288116455,9
549,9.786012649536133,10
599,9.634942054748535,11
649,9.673133850097656,12
699,9.663800239562988,13
749,9.613019943237305,14
799,9.368700981140137,15
849,9.258355140686035,16
899,9.216904640197754,17
949,9.135146141052246,18
999,9.305829048156738,19
1049,9.126479148864746,20
1099,8.983911514282227,21
1149,8.840425491333008,22
1199,8.77547836303711,23
1249,8.751249313354492,24
1299,8.648819923400879,25
1349,9.009254455566406,26
1399,8.595078468322754,27
1449,8.585086822509766,28
1499,8.493915557861328,29
1549,8.484417915344238,30
1599,8.491235733032227,31
1649,8.390413284301758,32
1699,8.452945709228516,33
1749,8.444707870483398,34
1799,8.259780883789062,35
1849,8.478094100952148,36
1899,8.364246368408203,37
1949,8.309895515441895,38
1999,8.223012924194336,39
2049,8.28768539428711,40
2099,8.20339584350586,41
2149,8.214588165283203,42
2199,8.374923706054688,43
2249,8.128777503967285,44
2299,8.206771850585938,45
2349,8.173872947692871,46
2399,8.351317405700684,47
2449,8.412583351135254,48
2499,8.206881523132324,49
