step,train_loss,epoch
49,10.22163200378418,0
99,9.237512588500977,1
149,9.092029571533203,2
199,8.9592866897583,3
249,8.817434310913086,4
299,8.5274658203125,5
349,8.3685884475708,6
399,8.152851104736328,7
449,8.326903343200684,8
499,8.084924697875977,9
549,7.691400051116943,10
599,7.590052604675293,11
649,7.481342792510986,12
699,7.784253120422363,13
749,7.474190711975098,14
799,7.308928966522217,15
849,7.360944747924805,16
899,7.255388259887695,17
949,7.266552925109863,18
999,7.2413787841796875,19
1049,7.185225963592529,20
1099,7.104389667510986,21
1149,6.9657793045043945,22
1199,7.097560882568359,23
1249,6.98087215423584,24
1299,6.831549167633057,25
1349,6.785928249359131,26
1399,7.0528244972229,27
1449,6.803644180297852,28
1499,6.733684539794922,29
1549,6.724441051483154,30
1599,6.868565082550049,31
1649,7.122999668121338,32
1699,6.672513961791992,33
1749,6.6272478103637695,34
1799,6.680144786834717,35
1849,6.583601474761963,36
1899,6.622486114501953,37
1949,6.534737586975098,38
1999,6.450443744659424,39
2049,6.606868743896484,40
2099,6.50787353515625,41
2149,6.490251064300537,42
2199,6.48550271987915,43
2249,6.4997477531433105,44
2299,6.3533616065979,45
2349,6.44198751449585,46
2399,6.401086330413818,47
2449,6.358660697937012,48
2499,6.281653881072998,49
