step,train_loss,epoch
49,11.169634819030762,0
99,10.314993858337402,1
149,10.207074165344238,2
199,10.07364273071289,3
249,9.731094360351562,4
299,9.52607536315918,5
349,9.491290092468262,6
399,9.090471267700195,7
449,9.011724472045898,8
499,9.347286224365234,9
549,8.910606384277344,10
599,8.706027030944824,11
649,8.5984468460083,12
699,8.505548477172852,13
749,8.432673454284668,14
799,8.38971996307373,15
849,8.708915710449219,16
899,8.330116271972656,17
949,8.516366004943848,18
999,8.365406036376953,19
1049,8.180938720703125,20
1099,8.231284141540527,21
1149,8.365633010864258,22
1199,8.266193389892578,23
1249,8.052563667297363,24
1299,8.224775314331055,25
1349,8.192425727844238,26
1399,8.152257919311523,27
1449,8.294809341430664,28
1499,8.218888282775879,29
1549,8.19806957244873,30
1599,7.879695415496826,31
1649,8.159096717834473,32
1699,8.057112693786621,33
1749,8.01370906829834,34
1799,7.721997261047363,35
1849,7.76358699798584,36
1899,7.856844902038574,37
1949,8.049245834350586,38
1999,7.778402805328369,39
2049,7.859989166259766,40
2099,7.724087715148926,41
2149,7.706390857696533,42
2199,7.645911693572998,43
2249,7.560573101043701,44
2299,7.594458103179932,45
2349,7.730349063873291,46
2399,7.763924598693848,47
2449,7.661991119384766,48
2499,7.522406101226807,49
