step,train_loss,epoch
49,12.283751487731934,0
99,11.595907211303711,1
149,11.436756134033203,2
199,11.304388046264648,3
249,11.267155647277832,4
299,11.046037673950195,5
349,10.860282897949219,6
399,11.0960693359375,7
449,10.732095718383789,8
499,10.531599998474121,9
549,10.513855934143066,10
599,10.438799858093262,11
649,10.289031982421875,12
699,10.407631874084473,13
749,10.205168724060059,14
799,10.061051368713379,15
849,9.988101959228516,16
899,9.833212852478027,17
949,9.83520793914795,18
999,9.711982727050781,19
1049,9.732738494873047,20
1099,9.670036315917969,21
1149,9.513991355895996,22
1199,10.706192970275879,23
1249,9.964110374450684,24
1299,9.686345100402832,25
1349,9.541939735412598,26
1399,9.569482803344727,27
1449,9.399246215820312,28
1499,9.368900299072266,29
1549,9.312273979187012,30
1599,9.314794540405273,31
1649,9.434795379638672,32
1699,9.3058500289917,33
1749,9.51167106628418,34
1799,9.617728233337402,35
1849,9.458600044250488,36
1899,9.168166160583496,37
1949,9.067890167236328,38
1999,9.160760879516602,39
2049,9.079907417297363,40
2099,9.07385540008545,41
2149,8.979913711547852,42
2199,8.987586975097656,43
2249,8.931490898132324,44
2299,8.910990715026855,45
2349,8.934906959533691,46
2399,8.827141761779785,47
2449,8.942870140075684,48
2499,8.808767318725586,49
