step,train_loss,epoch
49,9.508035659790039,0
99,8.304043769836426,1
149,8.178539276123047,2
199,8.06279182434082,3
249,7.818842887878418,4
299,7.646549701690674,5
349,7.952269077301025,6
399,7.574016094207764,7
449,7.221421718597412,8
499,7.153172492980957,9
549,7.310674667358398,10
599,6.940713882446289,11
649,6.689190864562988,12
699,6.612814903259277,13
749,6.713273525238037,14
799,6.6508307456970215,15
849,6.7079949378967285,16
899,6.632094860076904,17
949,6.463629245758057,18
999,6.493475437164307,19
1049,6.411276340484619,20
1099,6.334023475646973,21
1149,6.327987194061279,22
1199,6.310850143432617,23
1249,6.5560688972473145,24
1299,6.163877964019775,25
1349,6.067915439605713,26
1399,6.076244354248047,27
1449,5.932448863983154,28
1499,5.9592695236206055,29
1549,6.002412796020508,30
1599,5.961578845977783,31
1649,6.0473833084106445,32
1699,5.9079976081848145,33
1749,5.775324821472168,34
1799,6.289191246032715,35
1849,5.856299877166748,36
1899,5.812875747680664,37
1949,5.888828754425049,38
1999,5.857875823974609,39
2049,5.752569198608398,40
2099,5.88223123550415,41
2149,5.6543192863464355,42
2199,5.654750347137451,43
2249,5.7936906814575195,44
2299,5.640958786010742,45
2349,5.701449394226074,46
2399,5.656518936157227,47
2449,5.553680896759033,48
2499,5.533878803253174,49
