step,train_loss,epoch
49,8.831912994384766,0
99,7.743301868438721,1
149,7.595212936401367,2
199,7.349666118621826,3
249,7.176182746887207,4
299,7.3001627922058105,5
349,6.940117835998535,6
399,6.778219699859619,7
449,6.727445125579834,8
499,6.61191463470459,9
549,6.779294967651367,10
599,6.746799468994141,11
649,6.4269185066223145,12
699,6.603325366973877,13
749,6.263347625732422,14
799,6.131240367889404,15
849,6.069735527038574,16
899,5.9997758865356445,17
949,5.966757297515869,18
999,5.868717670440674,19
1049,5.825387477874756,20
1099,5.79313850402832,21
1149,5.8810577392578125,22
1199,6.061617374420166,23
1249,5.753973960876465,24
1299,5.64112663269043,25
1349,5.645890712738037,26
1399,5.582332611083984,27
1449,5.579891204833984,28
1499,5.599483013153076,29
1549,5.470149517059326,30
1599,5.4669413566589355,31
1649,5.522707462310791,32
1699,5.3676300048828125,33
1749,5.411376476287842,34
1799,5.326403617858887,35
1849,5.4683613777160645,36
1899,5.3034210205078125,37
1949,5.344980239868164,38
1999,5.317243576049805,39
2049,5.4091057777404785,40
2099,5.241884231567383,41
2149,5.2164483070373535,42
2199,5.188363552093506,43
2249,5.2158894538879395,44
2299,5.13873291015625,45
2349,5.179299831390381,46
2399,5.118930339813232,47
2449,5.081924915313721,48
2499,5.171191215515137,49
