step,train_loss,epoch
49,8.121094703674316,0
99,7.558469772338867,1
149,7.439426898956299,2
199,7.2544965744018555,3
249,7.051188945770264,4
299,6.830378532409668,5
349,6.688309192657471,6
399,6.454596996307373,7
449,6.348864555358887,8
499,6.222810745239258,9
549,6.202600002288818,10
599,6.140066146850586,11
649,6.1044440269470215,12
699,5.915311813354492,13
749,5.946052074432373,14
799,5.9433159828186035,15
849,6.010308742523193,16
899,5.7167840003967285,17
949,5.860245227813721,18
999,6.19061279296875,19
1049,5.814401149749756,20
1099,5.710961818695068,21
1149,5.613472938537598,22
1199,5.62253475189209,23
1249,5.715713977813721,24
1299,5.535022735595703,25
1349,5.502552509307861,26
1399,5.483872890472412,27
1449,5.419472694396973,28
1499,5.4140849113464355,29
1549,5.3273797035217285,30
1599,5.532398700714111,31
1649,5.294666290283203,32
1699,5.37472677230835,33
1749,5.797870635986328,34
1799,5.560853958129883,35
1849,5.417831897735596,36
1899,5.268399715423584,37
1949,5.267019271850586,38
1999,5.123059272766113,39
2049,5.4817352294921875,40
2099,5.180279731750488,41
2149,5.428288459777832,42
2199,5.181718349456787,43
2249,5.04270076751709,44
2299,5.113427639007568,45
2349,5.028347015380859,46
2399,5.091856002807617,47
2449,5.0540571212768555,48
2499,4.992051601409912,49
