step,train_loss,epoch
49,8.434932708740234,0
99,7.362985610961914,1
149,7.2482590675354,2
199,7.029131889343262,3
249,6.937567710876465,4
299,6.953360080718994,5
349,6.775781154632568,6
399,6.40913200378418,7
449,6.248679161071777,8
499,6.174925327301025,9
549,6.1899309158325195,10
599,6.3609771728515625,11
649,6.197285175323486,12
699,6.363128662109375,13
749,5.787904739379883,14
799,5.902186870574951,15
849,5.673445224761963,16
899,5.603050708770752,17
949,5.611057281494141,18
999,5.524448871612549,19
1049,5.472743511199951,20
1099,5.399594306945801,21
1149,5.404318809509277,22
1199,5.354349136352539,23
1249,5.304093837738037,24
1299,5.305788993835449,25
1349,5.254077911376953,26
1399,5.558725357055664,27
1449,5.633715629577637,28
1499,5.2457427978515625,29
1549,5.1949076652526855,30
1599,5.077815055847168,31
1649,5.156463146209717,32
1699,5.190748691558838,33
1749,5.070904731750488,34
1799,5.191334247589111,35
1849,5.213069915771484,36
1899,5.046140670776367,37
1949,5.137619495391846,38
1999,4.989060401916504,39
2049,5.005815029144287,40
2099,5.012402534484863,41
2149,4.954324245452881,42
2199,4.887016773223877,43
2249,5.019177436828613,44
2299,4.876215934753418,45
2349,4.866004467010498,46
2399,4.929049015045166,47
2449,4.808730602264404,48
2499,4.761206150054932,49
