step,train_loss,epoch
49,12.299071311950684,0
99,11.41885757446289,1
149,11.150012969970703,2
199,11.015848159790039,3
249,10.903371810913086,4
299,10.709155082702637,5
349,10.787785530090332,6
399,10.567299842834473,7
449,10.242405891418457,8
499,10.369346618652344,9
549,10.464665412902832,10
599,10.018721580505371,11
649,9.9655122756958,12
699,10.003235816955566,13
749,10.047872543334961,14
799,10.047881126403809,15
849,9.712433815002441,16
899,9.747970581054688,17
949,9.709115982055664,18
999,9.766263008117676,19
1049,9.49435806274414,20
1099,9.613330841064453,21
1149,9.350578308105469,22
1199,9.247406959533691,23
1249,9.126625061035156,24
1299,9.110255241394043,25
1349,9.125730514526367,26
1399,9.03686237335205,27
1449,9.021333694458008,28
1499,8.975008964538574,29
1549,9.467720031738281,30
1599,9.214913368225098,31
1649,8.953885078430176,32
1699,8.881093978881836,33
1749,9.191060066223145,34
1799,9.21182918548584,35
1849,8.795367240905762,36
1899,8.840795516967773,37
1949,8.947243690490723,38
1999,9.022666931152344,39
2049,8.763480186462402,40
2099,8.805259704589844,41
2149,8.676414489746094,42
2199,8.65924072265625,43
2249,8.789410591125488,44
2299,8.685690879821777,45
2349,8.712723731994629,46
2399,8.571294784545898,47
2449,8.676987648010254,48
2499,8.590659141540527,49
