step,train_loss,epoch
49,9.668185234069824,0
99,8.411105155944824,1
149,8.365521430969238,2
199,8.043743133544922,3
249,7.961133003234863,4
299,7.8299150466918945,5
349,7.956117630004883,6
399,7.714600086212158,7
449,7.336187362670898,8
499,7.247980117797852,9
549,7.120395660400391,10
599,7.170176982879639,11
649,6.983171463012695,12
699,6.911704063415527,13
749,6.9961652755737305,14
799,6.832131862640381,15
849,6.779421806335449,16
899,6.7418718338012695,17
949,6.7258477210998535,18
999,6.59745979309082,19
1049,6.561081409454346,20
1099,6.527243137359619,21
1149,6.519350528717041,22
1199,6.42794942855835,23
1249,6.341920852661133,24
1299,6.305909633636475,25
1349,6.324404239654541,26
1399,6.780707836151123,27
1449,6.473409652709961,28
1499,6.239020824432373,29
1549,6.28537654876709,30
1599,6.440788745880127,31
1649,6.761598587036133,32
1699,6.2559494972229,33
1749,6.113227367401123,34
1799,6.13053035736084,35
1849,6.151713848114014,36
1899,6.0608601570129395,37
1949,6.070610523223877,38
1999,6.09504508972168,39
2049,6.685911178588867,40
2099,6.387526988983154,41
2149,6.161780834197998,42
2199,5.970008373260498,43
2249,5.993971347808838,44
2299,5.9094367027282715,45
2349,5.906987190246582,46
2399,5.973477840423584,47
2449,5.920139789581299,48
2499,6.04329776763916,49
