step,train_loss,epoch
49,10.922972679138184,0
99,10.084685325622559,1
149,10.015844345092773,2
199,9.853497505187988,3
249,9.783525466918945,4
299,9.566093444824219,5
349,9.615355491638184,6
399,9.222390174865723,7
449,9.152298927307129,8
499,9.175579071044922,9
549,8.866083145141602,10
599,8.688206672668457,11
649,8.578173637390137,12
699,8.433086395263672,13
749,8.481722831726074,14
799,8.269421577453613,15
849,8.370676040649414,16
899,8.158753395080566,17
949,8.701166152954102,18
999,8.799836158752441,19
1049,8.299899101257324,20
1099,8.0751314163208,21
1149,8.170271873474121,22
1199,7.9702887535095215,23
1249,7.9675750732421875,24
1299,7.858983039855957,25
1349,7.912531852722168,26
1399,7.96760368347168,27
1449,7.858036994934082,28
1499,7.967995643615723,29
1549,7.735426425933838,30
1599,7.743377685546875,31
1649,7.6183929443359375,32
1699,7.795748233795166,33
1749,7.6942620277404785,34
1799,7.631656646728516,35
1849,7.597362518310547,36
1899,7.538003921508789,37
1949,7.631757736206055,38
1999,7.544114589691162,39
2049,7.690359115600586,40
2099,7.498256683349609,41
2149,7.47785758972168,42
2199,7.384016513824463,43
2249,7.425942420959473,44
2299,7.455842971801758,45
2349,7.818161487579346,46
2399,7.802242279052734,47
2449,7.45864200592041,48
2499,7.7589311599731445,49
