step,train_loss,epoch
49,7.995103359222412,0
99,7.527889251708984,1
149,7.386206150054932,2
199,7.433283805847168,3
249,7.002547740936279,4
299,6.693508148193359,5
349,6.843645095825195,6
399,6.320418834686279,7
449,6.681463241577148,8
499,6.870328426361084,9
549,7.004910945892334,10
599,6.7530107498168945,11
649,6.185837268829346,12
699,6.32656717300415,13
749,6.04965877532959,14
799,5.928730487823486,15
849,5.943056106567383,16
899,6.129612922668457,17
949,6.058587074279785,18
999,5.953726768493652,19
1049,5.979734897613525,20
1099,5.820738315582275,21
1149,5.62309455871582,22
1199,5.652906894683838,23
1249,5.557848930358887,24
1299,5.580811977386475,25
1349,5.562063217163086,26
1399,5.627349853515625,27
1449,5.485013484954834,28
1499,5.444514274597168,29
1549,5.391526699066162,30
1599,5.4501953125,31
1649,5.462532997131348,32
1699,5.357496738433838,33
1749,5.442294120788574,34
1799,5.315412998199463,35
1849,5.200872421264648,36
1899,5.3450398445129395,37
1949,5.65272331237793,38
1999,5.587245941162109,39
2049,5.188040256500244,40
2099,5.347426891326904,41
2149,5.175899028778076,42
2199,5.2354936599731445,43
2249,5.119848251342773,44
2299,5.0459818840026855,45
2349,5.051492691040039,46
2399,5.0571794509887695,47
2449,5.1163330078125,48
2499,5.044119358062744,49
