train_loss,epoch,step
11.101140022277832,0,49
10.20396900177002,1,99
10.110118865966797,2,149
9.99533748626709,3,199
9.937320709228516,4,249
9.820783615112305,5,299
9.698182106018066,6,349
9.767095565795898,7,399
9.633722305297852,8,449
9.350613594055176,9,499
9.295059204101562,10,549
9.204792022705078,11,599
9.033872604370117,12,649
9.44174861907959,13,699
9.349534034729004,14,749
8.904598236083984,15,799
8.716348648071289,16,849
8.632403373718262,17,899
8.580850601196289,18,949
8.540541648864746,19,999
8.520419120788574,20,1049
8.645698547363281,21,1099
8.405489921569824,22,1149
8.647005081176758,23,1199
8.349386215209961,24,1249
8.35815143585205,25,1299
8.288805961608887,26,1349
8.207088470458984,27,1399
8.186407089233398,28,1449
8.486703872680664,29,1499
8.152812957763672,30,1549
8.074953079223633,31,1599
8.245409965515137,32,1649
8.105313301086426,33,1699
8.077229499816895,34,1749
7.980712413787842,35,1799
8.016841888427734,36,1849
7.933671951293945,37,1899
8.107808113098145,38,1949
7.87551736831665,39,1999
7.936495304107666,40,2049
7.812023162841797,41,2099
8.031105041503906,42,2149
7.896815776824951,43,2199
7.729086399078369,44,2249
7.79217529296875,45,2299
7.692354679107666,46,2349
7.729052543640137,47,2399
7.743765830993652,48,2449
7.732925891876221,49,2499
