step,train_loss,epoch
49,7.408658981323242,0
99,6.851207733154297,1
149,6.690801620483398,2
199,6.478277206420898,3
249,6.358379364013672,4
299,5.9669318199157715,5
349,5.578983306884766,6
399,5.7887396812438965,7
449,5.717179775238037,8
499,5.274491786956787,9
549,5.2634477615356445,10
599,5.0702900886535645,11
649,5.090173721313477,12
699,5.08773946762085,13
749,6.144705772399902,14
799,5.246459484100342,15
849,5.150292873382568,16
899,5.380900859832764,17
949,5.105048179626465,18
999,4.765256881713867,19
1049,4.832776069641113,20
1099,4.72442102432251,21
1149,4.604258060455322,22
1199,4.508623123168945,23
1249,4.524941921234131,24
1299,4.479355812072754,25
1349,4.582046031951904,26
1399,4.350411891937256,27
1449,4.374246597290039,28
1499,4.550582408905029,29
1549,4.392999172210693,30
1599,4.341250419616699,31
1649,4.298677921295166,32
1699,4.413372993469238,33
1749,4.246491432189941,34
1799,4.165706157684326,35
1849,4.26943302154541,36
1899,4.482703685760498,37
1949,4.224263668060303,38
1999,4.0703253746032715,39
2049,4.29832649230957,40
2099,4.217083930969238,41
2149,4.171274185180664,42
2199,4.31545877456665,43
2249,4.145752429962158,44
2299,4.097558498382568,45
2349,4.16890811920166,46
2399,4.231822967529297,47
2449,4.226350784301758,48
2499,4.0573859214782715,49
