step,train_loss,epoch
49,11.135754585266113,0
99,10.076515197753906,1
149,9.943146705627441,2
199,9.845436096191406,3
249,9.667952537536621,4
299,9.525921821594238,5
349,9.295727729797363,6
399,9.278075218200684,7
449,9.138623237609863,8
499,8.96440315246582,9
549,8.839632034301758,10
599,8.731276512145996,11
649,8.627911567687988,12
699,8.553918838500977,13
749,8.532028198242188,14
799,8.496312141418457,15
849,8.251293182373047,16
899,8.30171012878418,17
949,8.209606170654297,18
999,8.018841743469238,19
1049,8.22659969329834,20
1099,7.993403911590576,21
1149,7.992367744445801,22
1199,8.064739227294922,23
1249,8.187143325805664,24
1299,7.932715892791748,25
1349,8.000645637512207,26
1399,7.800445556640625,27
1449,8.009865760803223,28
1499,7.687265396118164,29
1549,7.677048206329346,30
1599,7.651732921600342,31
1649,7.587231636047363,32
1699,8.074385643005371,33
1749,7.791078090667725,34
1799,7.5343780517578125,35
1849,7.538459300994873,36
1899,7.526031494140625,37
1949,7.6454620361328125,38
1999,7.4348063468933105,39
2049,7.494559288024902,40
2099,7.702774524688721,41
2149,7.414156913757324,42
2199,7.41343879699707,43
2249,7.604345798492432,44
2299,7.351233005523682,45
2349,7.4128570556640625,46
2399,7.298007965087891,47
2449,7.309744834899902,48
2499,7.452296257019043,49
