step,train_loss,epoch
49,12.214367866516113,0
99,11.602678298950195,1
149,11.4058256149292,2
199,11.197065353393555,3
249,11.003165245056152,4
299,10.926491737365723,5
349,10.967406272888184,6
399,10.76024055480957,7
449,10.465576171875,8
499,10.364660263061523,9
549,10.11392593383789,10
599,9.987043380737305,11
649,9.88261890411377,12
699,9.707555770874023,13
749,10.106508255004883,14
799,9.825199127197266,15
849,9.590056419372559,16
899,9.51138687133789,17
949,9.418072700500488,18
999,9.422723770141602,19
1049,9.522673606872559,20
1099,9.943976402282715,21
1149,9.367918968200684,22
1199,9.38097858428955,23
1249,9.189245223999023,24
1299,9.219861030578613,25
1349,9.264991760253906,26
1399,9.159642219543457,27
1449,9.090088844299316,28
1499,9.690812110900879,29
1549,9.271787643432617,30
1599,9.274428367614746,31
1649,8.939144134521484,32
1699,9.009805679321289,33
1749,8.87791633605957,34
1799,8.863646507263184,35
1849,8.821062088012695,36
1899,8.883689880371094,37
1949,8.774785041809082,38
1999,8.843006134033203,39
2049,8.71506118774414,40
2099,8.793207168579102,41
2149,8.696999549865723,42
2199,8.705216407775879,43
2249,8.576766967773438,44
2299,9.094278335571289,45
2349,8.746177673339844,46
2399,8.867069244384766,47
2449,8.6179838180542,48
2499,8.63424301147461,49
