step,train_loss,epoch
49,8.253823280334473,0
99,7.608353137969971,1
149,7.440499305725098,2
199,7.228331089019775,3
249,7.169969081878662,4
299,6.8779730796813965,5
349,6.460762977600098,6
399,6.355734348297119,7
449,6.228647232055664,8
499,6.085508346557617,9
549,5.951839447021484,10
599,6.299102783203125,11
649,5.924447536468506,12
699,5.790918350219727,13
749,5.981887340545654,14
799,5.751394748687744,15
849,6.572167873382568,16
899,6.0656280517578125,17
949,5.672863960266113,18
999,5.702460289001465,19
1049,5.519583702087402,20
1099,5.586098670959473,21
1149,5.475031852722168,22
1199,5.620954513549805,23
1249,5.495473861694336,24
1299,5.669713973999023,25
1349,6.120119094848633,26
1399,5.573724746704102,27
1449,5.860621929168701,28
1499,5.697056293487549,29
1549,5.3611555099487305,30
1599,5.443841934204102,31
1649,5.366436004638672,32
1699,5.609296798706055,33
1749,5.36985969543457,34
1799,5.253915786743164,35
1849,5.359311103820801,36
1899,5.457272529602051,37
1949,5.141379356384277,38
1999,5.315658092498779,39
2049,5.375436782836914,40
2099,5.031031131744385,41
2149,5.288354873657227,42
2199,5.057596206665039,43
2249,5.152921676635742,44
2299,5.233439922332764,45
2349,5.053106307983398,46
2399,4.994039058685303,47
2449,5.183068752288818,48
2499,5.100857734680176,49
