step,train_loss,epoch
49,10.255359649658203,0
99,9.327423095703125,1
149,9.078636169433594,2
199,8.811912536621094,3
249,8.691171646118164,4
299,8.427191734313965,5
349,8.216048240661621,6
399,8.0164794921875,7
449,8.035196304321289,8
499,8.104968070983887,9
549,7.854536056518555,10
599,7.733614444732666,11
649,7.687175750732422,12
699,7.52987003326416,13
749,7.5457892417907715,14
799,7.263477325439453,15
849,7.313784599304199,16
899,7.179103851318359,17
949,7.176154136657715,18
999,7.165943145751953,19
1049,7.21438455581665,20
1099,7.092552661895752,21
1149,6.938543796539307,22
1199,6.92641544342041,23
1249,7.4020209312438965,24
1299,7.426101207733154,25
1349,6.987587928771973,26
1399,6.808304309844971,27
1449,6.958566665649414,28
1499,6.71922492980957,29
1549,6.7429914474487305,30
1599,6.819748401641846,31
1649,6.937957286834717,32
1699,6.814544677734375,33
1749,6.615994930267334,34
1799,6.686752796173096,35
1849,6.803664684295654,36
1899,7.07813835144043,37
1949,6.837708950042725,38
1999,6.556781768798828,39
2049,6.5591721534729,40
2099,6.528692722320557,41
2149,6.601363658905029,42
2199,6.579511642456055,43
2249,6.503751754760742,44
2299,6.4598708152771,45
2349,6.428109645843506,46
2399,6.491123676300049,47
2449,6.356292724609375,48
2499,6.383430004119873,49
