step,train_loss,epoch
49,9.925847053527832,0
99,9.022998809814453,1
149,8.831103324890137,2
199,8.657214164733887,3
249,8.41341781616211,4
299,8.288339614868164,5
349,8.028388977050781,6
399,7.956503391265869,7
449,8.259322166442871,8
499,8.093803405761719,9
549,7.687318801879883,10
599,7.561624526977539,11
649,7.453026294708252,12
699,7.493574619293213,13
749,7.305742263793945,14
799,7.309956073760986,15
849,7.247079372406006,16
899,7.281866550445557,17
949,7.1357903480529785,18
999,7.004998683929443,19
1049,7.27785587310791,20
1099,7.058127403259277,21
1149,7.042000770568848,22
1199,6.991978168487549,23
1249,7.213734149932861,24
1299,7.047368049621582,25
1349,6.88398551940918,26
1399,6.959415912628174,27
1449,6.914422988891602,28
1499,7.045809268951416,29
1549,6.891590595245361,30
1599,6.8568220138549805,31
1649,6.956422328948975,32
1699,6.857771396636963,33
1749,6.862314224243164,34
1799,6.859787464141846,35
1849,6.639327526092529,36
1899,6.657764434814453,37
1949,6.645562648773193,38
1999,6.84316873550415,39
2049,6.742459297180176,40
2099,6.6213154792785645,41
2149,6.597107410430908,42
2199,6.499812602996826,43
2249,6.487128734588623,44
2299,6.598044395446777,45
2349,6.5186967849731445,46
2399,6.4870686531066895,47
2449,6.5588836669921875,48
2499,6.486591815948486,49
