step,train_loss,epoch
49,10.204021453857422,0
99,9.651723861694336,1
149,9.48876667022705,2
199,9.218501091003418,3
249,9.226417541503906,4
299,8.985057830810547,5
349,8.718461990356445,6
399,8.674476623535156,7
449,8.525946617126465,8
499,8.398331642150879,9
549,8.448399543762207,10
599,8.880348205566406,11
649,8.522451400756836,12
699,8.624655723571777,13
749,8.135632514953613,14
799,8.125092506408691,15
849,7.961090564727783,16
899,8.102452278137207,17
949,7.831357002258301,18
999,7.745766639709473,19
1049,7.810873508453369,20
1099,7.771994590759277,21
1149,8.254962921142578,22
1199,7.842806816101074,23
1249,7.755652904510498,24
1299,7.664958477020264,25
1349,7.5914740562438965,26
1399,7.6922287940979,27
1449,7.957643985748291,28
1499,7.692739486694336,29
1549,7.472919464111328,30
1599,7.548272609710693,31
1649,7.537292957305908,32
1699,7.642298698425293,33
1749,7.471454620361328,34
1799,7.422179698944092,35
1849,7.6004319190979,36
1899,7.495393753051758,37
1949,7.315290451049805,38
1999,7.377094745635986,39
2049,7.476080894470215,40
2099,7.586322784423828,41
2149,7.371561050415039,42
2199,7.253003120422363,43
2249,7.260815620422363,44
2299,7.232762336730957,45
2349,7.242631912231445,46
2399,7.130040168762207,47
2449,7.1232991218566895,48
2499,7.152116298675537,49
