step,train_loss,epoch
49,10.026100158691406,0
99,9.076223373413086,1
149,8.822423934936523,2
199,8.623967170715332,3
249,8.309270858764648,4
299,8.41277027130127,5
349,8.053055763244629,6
399,7.7102131843566895,7
449,7.8761773109436035,8
499,7.605045795440674,9
549,7.618630409240723,10
599,7.6707658767700195,11
649,7.560886859893799,12
699,7.529731273651123,13
749,7.372732639312744,14
799,7.383359909057617,15
849,7.224522590637207,16
899,7.545218467712402,17
949,7.225121021270752,18
999,7.205352306365967,19
1049,7.241708755493164,20
1099,7.351313591003418,21
1149,7.285604476928711,22
1199,7.241908073425293,23
1249,7.05842399597168,24
1299,7.022188186645508,25
1349,7.055036544799805,26
1399,6.890905857086182,27
1449,7.25242805480957,28
1499,6.9987897872924805,29
1549,7.143185615539551,30
1599,6.982149600982666,31
1649,6.885862350463867,32
1699,6.76615047454834,33
1749,6.8464555740356445,34
1799,6.740592002868652,35
1849,6.929567337036133,36
1899,6.77972412109375,37
1949,6.857923984527588,38
1999,6.862568378448486,39
2049,6.7513861656188965,40
2099,6.6546630859375,41
2149,6.854251861572266,42
2199,6.722362518310547,43
2249,6.5629072189331055,44
2299,6.617804527282715,45
2349,6.5776519775390625,46
2399,6.533746242523193,47
2449,6.637556552886963,48
2499,6.45426082611084,49
