train_loss,epoch,step
10.490769386291504,0,49
9.452922821044922,1,99
9.2977294921875,2,149
9.108817100524902,3,199
9.210991859436035,4,249
8.827409744262695,5,299
8.79203987121582,6,349
8.610477447509766,7,399
8.743831634521484,8,449
8.35787582397461,9,499
8.350688934326172,10,549
8.616144180297852,11,599
8.290122032165527,12,649
8.103641510009766,13,699
8.155998229980469,14,749
7.970514297485352,15,799
7.925624370574951,16,849
8.399516105651855,17,899
8.032444953918457,18,949
7.949151515960693,19,999
7.97537088394165,20,1049
7.913168430328369,21,1099
7.69570255279541,22,1149
7.656924247741699,23,1199
7.953463554382324,24,1249
7.748114585876465,25,1299
7.601994037628174,26,1349
7.597714900970459,27,1399
7.489274978637695,28,1449
7.486831188201904,29,1499
7.4684977531433105,30,1549
7.626510143280029,31,1599
7.343238353729248,32,1649
7.3615546226501465,33,1699
7.422804355621338,34,1749
7.3245744705200195,35,1799
7.370090484619141,36,1849
7.233564853668213,37,1899
7.196156024932861,38,1949
7.297214508056641,39,1999
7.401928901672363,40,2049
7.380928993225098,41,2099
7.265617847442627,42,2149
7.126712799072266,43,2199
7.785182476043701,44,2249
7.205938339233398,45,2299
7.186783313751221,46,2349
7.194723606109619,47,2399
7.16956901550293,48,2449
7.0596818923950195,49,2499
