step,train_loss,epoch
49,10.842686653137207,0
99,10.060412406921387,1
149,9.977644920349121,2
199,9.699625968933105,3
249,9.464746475219727,4
299,9.435009956359863,5
349,9.146867752075195,6
399,8.88338851928711,7
449,8.73401165008545,8
499,8.737271308898926,9
549,8.718637466430664,10
599,8.55738639831543,11
649,8.775856018066406,12
699,8.498058319091797,13
749,8.426912307739258,14
799,8.530891418457031,15
849,8.332723617553711,16
899,8.381470680236816,17
949,8.220662117004395,18
999,7.909575939178467,19
1049,8.380718231201172,20
1099,8.083112716674805,21
1149,7.956275463104248,22
1199,7.806738376617432,23
1249,8.504410743713379,24
1299,7.80037784576416,25
1349,7.6801676750183105,26
1399,7.87313985824585,27
1449,7.790290355682373,28
1499,7.877857208251953,29
1549,7.655492782592773,30
1599,7.790402412414551,31
1649,7.864930629730225,32
1699,7.452858924865723,33
1749,7.5416035652160645,34
1799,7.521475315093994,35
1849,7.534997463226318,36
1899,7.68802547454834,37
1949,7.3656415939331055,38
1999,7.213354587554932,39
2049,7.240642547607422,40
2099,7.194768905639648,41
2149,7.1858978271484375,42
2199,7.142549991607666,43
2249,7.204952239990234,44
2299,7.112668514251709,45
2349,7.102161884307861,46
2399,7.176280975341797,47
2449,7.05027961730957,48
2499,7.102248668670654,49
