step,train_loss,epoch
49,9.069138526916504,0
99,8.113116264343262,1
149,7.89955997467041,2
199,7.640124320983887,3
249,7.294533729553223,4
299,7.05586051940918,5
349,7.030844211578369,6
399,6.916584491729736,7
449,6.644163131713867,8
499,6.8373026847839355,9
549,6.524343967437744,10
599,6.532418727874756,11
649,6.386842250823975,12
699,6.354983329772949,13
749,6.4773268699646,14
799,6.344844341278076,15
849,6.303030967712402,16
899,6.327507972717285,17
949,6.426950454711914,18
999,6.542535305023193,19
1049,6.220431327819824,20
1099,6.50737190246582,21
1149,6.117124557495117,22
1199,5.986162185668945,23
1249,6.059027194976807,24
1299,5.9980058670043945,25
1349,6.052974700927734,26
1399,6.0105204582214355,27
1449,5.934835910797119,28
1499,6.039962291717529,29
1549,5.859041213989258,30
1599,5.806506156921387,31
1649,5.756796360015869,32
1699,5.7986016273498535,33
1749,5.773275852203369,34
1799,5.8308515548706055,35
1849,5.949691295623779,36
1899,5.774883270263672,37
1949,5.785312652587891,38
1999,5.798910140991211,39
2049,5.768890857696533,40
2099,5.55911922454834,41
2149,5.588374614715576,42
2199,5.612257480621338,43
2249,5.620209217071533,44
2299,5.653122425079346,45
2349,5.829784393310547,46
2399,5.677453517913818,47
2449,5.542888641357422,48
2499,5.766711235046387,49
