step,train_loss,epoch
49,8.370645523071289,0
99,7.751888275146484,1
149,7.688969135284424,2
199,7.404904842376709,3
249,7.191253662109375,4
299,7.2434916496276855,5
349,6.903620719909668,6
399,7.198848247528076,7
449,6.609495162963867,8
499,6.424664497375488,9
549,6.357382297515869,10
599,6.454501152038574,11
649,6.8783745765686035,12
699,6.154320240020752,13
749,6.443401336669922,14
799,6.078601837158203,15
849,6.092050075531006,16
899,6.040982723236084,17
949,6.0912346839904785,18
999,5.816057205200195,19
1049,5.8044915199279785,20
1099,5.69978141784668,21
1149,6.005105018615723,22
1199,5.719212532043457,23
1249,5.518853664398193,24
1299,5.528346538543701,25
1349,5.475949287414551,26
1399,5.588785171508789,27
1449,5.2586774826049805,28
1499,5.315690994262695,29
1549,5.260792255401611,30
1599,5.44723653793335,31
1649,5.323423385620117,32
1699,5.2878570556640625,33
1749,5.251898765563965,34
1799,5.692089080810547,35
1849,5.223661422729492,36
1899,5.294248104095459,37
1949,4.991639614105225,38
1999,5.0649542808532715,39
2049,5.003345012664795,40
2099,4.959901809692383,41
2149,4.990591526031494,42
2199,5.230161190032959,43
2249,4.944540023803711,44
2299,4.9592461585998535,45
2349,4.889654636383057,46
2399,5.2814435958862305,47
2449,4.845749378204346,48
2499,4.882719039916992,49
