step,train_loss,epoch
49,10.679028511047363,0
99,9.940054893493652,1
149,9.881564140319824,2
199,9.678757667541504,3
249,9.496550559997559,4
299,9.421235084533691,5
349,9.232730865478516,6
399,9.15417766571045,7
449,8.824359893798828,8
499,8.943017959594727,9
549,8.887022018432617,10
599,8.435514450073242,11
649,8.44218921661377,12
699,8.505389213562012,13
749,8.392488479614258,14
799,8.197287559509277,15
849,8.05527400970459,16
899,8.105896949768066,17
949,8.008495330810547,18
999,7.9328203201293945,19
1049,7.857419490814209,20
1099,8.065443992614746,21
1149,7.930771350860596,22
1199,7.7458648681640625,23
1249,7.926572322845459,24
1299,7.734816074371338,25
1349,7.717160224914551,26
1399,7.754848480224609,27
1449,7.568053722381592,28
1499,7.4840240478515625,29
1549,7.596742153167725,30
1599,7.407890796661377,31
1649,7.3710551261901855,32
1699,7.376428604125977,33
1749,7.330222129821777,34
1799,7.473245620727539,35
1849,7.456376552581787,36
1899,7.434139251708984,37
1949,7.451984405517578,38
1999,7.393040180206299,39
2049,7.326601028442383,40
2099,7.2979865074157715,41
2149,7.321042060852051,42
2199,7.39439582824707,43
2249,7.186114311218262,44
2299,7.2358880043029785,45
2349,7.191089630126953,46
2399,7.117247104644775,47
2449,7.197431564331055,48
2499,7.107809066772461,49
