step,train_loss,epoch
49,9.195365905761719,0
99,8.111651420593262,1
149,8.011743545532227,2
199,7.723060131072998,3
249,7.564676284790039,4
299,7.995952606201172,5
349,7.29942512512207,6
399,7.084471225738525,7
449,6.943934917449951,8
499,6.92146110534668,9
549,6.795848846435547,10
599,6.597291469573975,11
649,6.519320487976074,12
699,6.444271087646484,13
749,6.403228759765625,14
799,7.144496917724609,15
849,6.925647735595703,16
899,6.985017776489258,17
949,6.5519185066223145,18
999,6.456806182861328,19
1049,6.2010393142700195,20
1099,6.190431594848633,21
1149,6.191852569580078,22
1199,6.103741645812988,23
1249,6.2295331954956055,24
1299,6.015257358551025,25
1349,5.9657392501831055,26
1399,5.923381328582764,27
1449,5.995876312255859,28
1499,5.930342197418213,29
1549,5.886871337890625,30
1599,5.797332763671875,31
1649,5.75726318359375,32
1699,5.869454383850098,33
1749,5.938952445983887,34
1799,5.72880744934082,35
1849,5.827660083770752,36
1899,5.76118278503418,37
1949,6.133265972137451,38
1999,5.670099258422852,39
2049,5.8318562507629395,40
2099,5.543241500854492,41
2149,6.205244541168213,42
2199,5.6194167137146,43
2249,5.697091579437256,44
2299,5.590658187866211,45
2349,5.954848766326904,46
2399,5.644796848297119,47
2449,5.529269218444824,48
2499,5.543337345123291,49
